timestamp,alternator_voltage,wire_resistance,ground_connection,electrical_noise,electrical_failure
2023-01-01 00:00:00,14.806245472040988,0.0751569329841678,0.05314552795857384,0.1539638846373263,0
2023-01-01 00:10:00,13.790932889181162,0.1318621244300585,0.043312458814784856,0.0974472793619971,0
2023-01-01 00:20:00,13.183350444479936,0.07923786027077932,0.035938575580170995,0.1949592660418435,0
2023-01-01 00:30:00,13.950867786779375,0.09944888126968868,0.04586132275026292,0.057355597805662455,0
2023-01-01 00:40:00,14.705065357174124,0.08045430335914062,0.04095022008099191,0.013417123801367267,0
2023-01-01 00:50:00,13.408052204456075,0.07103288164083393,0.0592075046816387,0.08597808594169293,0
2023-01-01 01:00:00,13.611540053934208,0.09415249293812629,0.055130633430135696,0.13946112495302365,0
2023-01-01 01:10:00,14.277959293025555,0.0812442666731768,0.03847555531891132,0.05364285072322284,0
2023-01-01 01:20:00,14.142014373619267,0.08616743149153375,0.04275778686169071,0.033494980860006046,0
2023-01-01 01:30:00,14.497233240776612,0.14012210194834807,0.046193025743833764,0.11144637013513771,0
2023-01-01 01:40:00,13.58563661977721,0.10849792208344806,0.04927594852682103,0.026815639491624174,0
2023-01-01 01:50:00,14.037510702915664,0.11862939039107978,0.06006378274803781,0.11533463498067069,0
2023-01-01 02:00:00,14.797592701201548,0.11649319125698507,0.05690782326480633,0.08296884743859115,0
2023-01-01 02:10:00,13.603551903181607,0.09798278153841951,0.0505139196897484,0.12472332441761867,0
2023-01-01 02:20:00,14.938456148155133,0.09120563281244753,0.047393511501050783,0.03080855980376991,0
2023-01-01 02:30:00,13.666291507055655,0.10497869223722234,0.032266459653925286,0.16490815757219518,0
2023-01-01 02:40:00,13.004980225333368,0.20465678294481304,0.17711284075270356,0.45424137875157755,1
2023-01-01 02:50:00,14.013520744893437,0.08862389165669385,0.04552903402134343,0.13817613339524115,0
2023-01-01 03:00:00,13.62754587118051,0.10259695660933722,0.06554840240426257,0.14799377306424447,0
2023-01-01 03:10:00,13.9515504764237,0.08587340586607417,0.051961092921318355,0.042127752381702216,0
2023-01-01 03:20:00,14.472464594089496,0.0965708413871832,0.07025284208621445,0.14411287548040383,0
2023-01-01 03:30:00,14.196573002549254,0.09329433050965327,0.056063215333663166,0.02874666124278373,0
2023-01-01 03:40:00,14.75923470572167,0.07462254814788442,0.035679803687791216,0.03149311286200536,0
2023-01-01 03:50:00,14.91787003046744,0.052976835737756606,0.04385584519738788,0.19819996179942173,0
2023-01-01 04:00:00,13.608484667341074,0.08121873500120602,0.048308650393280354,0.15559266843983124,0
2023-01-01 04:10:00,13.571865427544827,0.13608209329172602,0.041262171128916766,0.20368320877168777,0
2023-01-01 04:20:00,13.547603113189579,0.09380636435926545,0.04622939182817956,0.08148929846960448,0
2023-01-01 04:30:00,13.75040195197599,0.11551936321792809,0.03633060841417891,0.10512143320390044,0
2023-01-01 04:40:00,14.752107260409872,0.05751109713813284,0.05005721281099123,0.12636773733761816,0
2023-01-01 04:50:00,14.480180975333367,0.07983427864071345,0.0523741194901094,0.09939022167030528,0
2023-01-01 05:00:00,13.927486213538783,0.072910207652753,0.03995890592793881,0.06269319896520478,0
2023-01-01 05:10:00,14.194448704688583,0.09595399979825771,0.06940254293481912,0.05519576510599755,0
2023-01-01 05:20:00,14.90215275258297,0.14843910961070486,0.05063513261280459,0.11069311164144749,0
2023-01-01 05:30:00,15.15400542548956,0.10920477886455837,0.04183259133877088,0.046657007916884756,0
2023-01-01 05:40:00,13.739825418436018,0.21036227962791282,0.14135487565928107,0.22628412690828686,1
2023-01-01 05:50:00,12.8703594079763,0.09491126544628674,0.05059942889397169,0.11967860055772964,0
2023-01-01 06:00:00,14.348643547379986,0.12729738747710145,0.047395114671866474,0.09524203242571924,0
